Price,Datetime,Close,High,Low,Open,Volume,timestamp,SMA20,SMA50
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,
32,2025-05-15 04:17:00+00:00,1416.0,1416.0999755859375,1414.0,1414.0999755859375,63827,2025-05-15 04:17:00+00:00,1416.3800109863282,
33,2025-05-15 04:18:00+00:00,1415.699951171875,1416.5,1415.300048828125,1415.5999755859375,36155,2025-05-15 04:18:00+00:00,1416.2950073242187,
34,2025-05-15 04:19:00+00:00,1415.5999755859375,1416.5999755859375,1415.199951171875,1415.5,30273,2025-05-15 04:19:00+00:00,1416.1850036621095,
35,2025-05-15 04:20:00+00:00,1414.199951171875,1416.199951171875,1414.199951171875,1415.5,34436,2025-05-15 04:20:00+00:00,1416.020001220703,
36,2025-05-15 04:21:00+00:00,1415.699951171875,1416.0999755859375,1414.300048828125,1414.300048828125,24132,2025-05-15 04:21:00+00:00,1415.8899963378906,
37,2025-05-15 04:22:00+00:00,1416.4000244140625,1417.5,1415.699951171875,1416.4000244140625,34030,2025-05-15 04:22:00+00:00,1415.7899963378907,
38,2025-05-15 04:23:00+00:00,1416.199951171875,1416.800048828125,1415.4000244140625,1416.300048828125,16729,2025-05-15 04:23:00+00:00,1415.6949951171875,
39,2025-05-15 04:24:00+00:00,1416.0999755859375,1416.300048828125,1415.0999755859375,1416.199951171875,22230,2025-05-15 04:24:00+00:00,1415.6499938964844,
40,2025-05-15 04:25:00+00:00,1416.5,1417.0,1415.699951171875,1415.699951171875,15251,2025-05-15 04:25:00+00:00,1415.6549926757812,
41,2025-05-15 04:26:00+00:00,1416.5999755859375,1417.0,1415.199951171875,1416.699951171875,19932,2025-05-15 04:26:00+00:00,1415.634991455078,
42,2025-05-15 04:27:00+00:00,1416.300048828125,1416.9000244140625,1416.0,1416.800048828125,11625,2025-05-15 04:27:00+00:00,1415.6049926757812,
43,2025-05-15 04:28:00+00:00,1415.199951171875,1416.800048828125,1415.0999755859375,1416.300048828125,29317,2025-05-15 04:28:00+00:00,1415.5549926757812,
