Price,Date,Close,High,Low,Open,Volume,timestamp,SMA20,SMA50
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,
129,2022-07-11,1114.69189453125,1116.9451653754168,1089.9045771985955,1092.8937737935294,13847467,2022-07-11,1150.5897399902344,1182.0088793945313
130,2022-07-12,1113.105224609375,1121.957864090428,1105.5402727431785,1105.5402727431785,10778989,2022-07-12,1145.8150817871094,1178.6977758789062
131,2022-07-13,1093.3765869140625,1119.3366419742385,1091.2842465689614,1116.2554850100264,14224132,2022-07-13,1140.7851928710938,1175.7904443359375
132,2022-07-14,1102.39013671875,1119.3136312730956,1093.1006858420242,1098.18234438783,16970315,2022-07-14,1137.0406555175782,1173.5485522460938
133,2022-07-15,1104.528564453125,1110.5989178802422,1095.928937644915,1110.5989178802422,9603210,2022-07-15,1132.7132263183594,1171.5356762695312
134,2022-07-18,1113.93310546875,1115.1976813596877,1100.159738007143,1113.3582318961671,15160908,2022-07-18,1129.9355773925781,1170.652255859375
135,2022-07-19,1120.7623291015625,1125.3150945548116,1103.8388333439966,1103.8388333439966,16439888,2022-07-19,1126.5554992675782,1170.3068920898438
136,2022-07-20,1151.0679931640625,1169.2330747589847,1143.3651003734158,1168.0834491803917,23924246,2022-07-20,1126.4957153320313,1170.8007983398438
137,2022-07-21,1143.3880615234375,1149.6884377097338,1134.6504937690625,1146.9291417659178,16523230,2022-07-21,1126.9866333007812,1171.6000610351562
138,2022-07-22,1151.114013671875,1157.184367160674,1147.389012972783,1149.6883856082184,10969995,2022-07-22,1127.0567626953125,1172.303671875
139,2022-07-25,1113.082275390625,1134.7194665830887,1105.0805117603693,1134.7194665830887,23110452,2022-07-25,1125.3954650878907,1172.2411279296875
140,2022-07-26,1113.588134765625,1123.8893923744724,1108.9204192255795,1113.4042141470509,11303288,2022-07-26,1122.9535278320313,1171.251015625
